@RELATION "B3 - SLCE3"

@ATTRIBUTE cotacao1 NUMERIC
@ATTRIBUTE high1 NUMERIC
@ATTRIBUTE low1 NUMERIC
@ATTRIBUTE open1 NUMERIC
@ATTRIBUTE volume1 NUMERIC
@ATTRIBUTE cotacao2 NUMERIC
@ATTRIBUTE high2 NUMERIC
@ATTRIBUTE low2 NUMERIC
@ATTRIBUTE open2 NUMERIC
@ATTRIBUTE volume2 NUMERIC
@ATTRIBUTE cotacao3 NUMERIC
@ATTRIBUTE high3 NUMERIC
@ATTRIBUTE low3 NUMERIC
@ATTRIBUTE open3 NUMERIC
@ATTRIBUTE volume3 NUMERIC
@ATTRIBUTE cotacao4 NUMERIC
@ATTRIBUTE high4 NUMERIC
@ATTRIBUTE low4 NUMERIC
@ATTRIBUTE open4 NUMERIC
@ATTRIBUTE volume4 NUMERIC
@ATTRIBUTE cotacao5 NUMERIC
@ATTRIBUTE high5 NUMERIC
@ATTRIBUTE low5 NUMERIC
@ATTRIBUTE open5 NUMERIC
@ATTRIBUTE volume5 NUMERIC
@ATTRIBUTE cotacao6 NUMERIC
@ATTRIBUTE high6 NUMERIC
@ATTRIBUTE low6 NUMERIC
@ATTRIBUTE open6 NUMERIC
@ATTRIBUTE volume6 NUMERIC
@ATTRIBUTE cotacao7 NUMERIC
@ATTRIBUTE high7 NUMERIC
@ATTRIBUTE low7 NUMERIC
@ATTRIBUTE open7 NUMERIC
@ATTRIBUTE volume7 NUMERIC
@ATTRIBUTE cotacao8 NUMERIC
@ATTRIBUTE high8 NUMERIC
@ATTRIBUTE low8 NUMERIC
@ATTRIBUTE open8 NUMERIC
@ATTRIBUTE volume8 NUMERIC
@ATTRIBUTE cotacao9 NUMERIC
@ATTRIBUTE high9 NUMERIC
@ATTRIBUTE low9 NUMERIC
@ATTRIBUTE open9 NUMERIC
@ATTRIBUTE volume9 NUMERIC
@ATTRIBUTE cotacao10 NUMERIC
@ATTRIBUTE high10 NUMERIC
@ATTRIBUTE low10 NUMERIC
@ATTRIBUTE open10 NUMERIC
@ATTRIBUTE volume10 NUMERIC
@ATTRIBUTE cotacao11 NUMERIC
@ATTRIBUTE high11 NUMERIC
@ATTRIBUTE low11 NUMERIC
@ATTRIBUTE open11 NUMERIC
@ATTRIBUTE volume11 NUMERIC
@ATTRIBUTE cotacao12 NUMERIC
@ATTRIBUTE high12 NUMERIC
@ATTRIBUTE low12 NUMERIC
@ATTRIBUTE open12 NUMERIC
@ATTRIBUTE volume12 NUMERIC
@ATTRIBUTE cotacao13 NUMERIC
@ATTRIBUTE high13 NUMERIC
@ATTRIBUTE low13 NUMERIC
@ATTRIBUTE open13 NUMERIC
@ATTRIBUTE volume13 NUMERIC
@ATTRIBUTE cotacao14 NUMERIC
@ATTRIBUTE high14 NUMERIC
@ATTRIBUTE low14 NUMERIC
@ATTRIBUTE open14 NUMERIC
@ATTRIBUTE volume14 NUMERIC
@ATTRIBUTE cotacao15 NUMERIC
@ATTRIBUTE high15 NUMERIC
@ATTRIBUTE low15 NUMERIC
@ATTRIBUTE open15 NUMERIC
@ATTRIBUTE volume15 NUMERIC
@ATTRIBUTE cotacao16 NUMERIC
@ATTRIBUTE high16 NUMERIC
@ATTRIBUTE low16 NUMERIC
@ATTRIBUTE open16 NUMERIC
@ATTRIBUTE volume16 NUMERIC
@ATTRIBUTE cotacao17 NUMERIC
@ATTRIBUTE high17 NUMERIC
@ATTRIBUTE low17 NUMERIC
@ATTRIBUTE open17 NUMERIC
@ATTRIBUTE volume17 NUMERIC
@ATTRIBUTE cotacao18 NUMERIC
@ATTRIBUTE high18 NUMERIC
@ATTRIBUTE low18 NUMERIC
@ATTRIBUTE open18 NUMERIC
@ATTRIBUTE volume18 NUMERIC
@ATTRIBUTE cotacao19 NUMERIC
@ATTRIBUTE high19 NUMERIC
@ATTRIBUTE low19 NUMERIC
@ATTRIBUTE open19 NUMERIC
@ATTRIBUTE volume19 NUMERIC
@ATTRIBUTE cotacao20 NUMERIC
@ATTRIBUTE high20 NUMERIC
@ATTRIBUTE low20 NUMERIC
@ATTRIBUTE open20 NUMERIC
@ATTRIBUTE volume20 NUMERIC
@ATTRIBUTE cotacao21 NUMERIC
@ATTRIBUTE high21 NUMERIC
@ATTRIBUTE low21 NUMERIC
@ATTRIBUTE open21 NUMERIC
@ATTRIBUTE volume21 NUMERIC
@ATTRIBUTE cotacao22 NUMERIC
@ATTRIBUTE high22 NUMERIC
@ATTRIBUTE low22 NUMERIC
@ATTRIBUTE open22 NUMERIC
@ATTRIBUTE volume22 NUMERIC
@ATTRIBUTE cotacao23 NUMERIC
@ATTRIBUTE high23 NUMERIC
@ATTRIBUTE low23 NUMERIC
@ATTRIBUTE open23 NUMERIC
@ATTRIBUTE volume23 NUMERIC
@ATTRIBUTE cotacao24 NUMERIC
@ATTRIBUTE high24 NUMERIC
@ATTRIBUTE low24 NUMERIC
@ATTRIBUTE open24 NUMERIC
@ATTRIBUTE volume24 NUMERIC
@ATTRIBUTE cotacao25 NUMERIC
@ATTRIBUTE high25 NUMERIC
@ATTRIBUTE low25 NUMERIC
@ATTRIBUTE open25 NUMERIC
@ATTRIBUTE volume25 NUMERIC
@ATTRIBUTE cotacao26 NUMERIC
@ATTRIBUTE high26 NUMERIC
@ATTRIBUTE low26 NUMERIC
@ATTRIBUTE open26 NUMERIC
@ATTRIBUTE volume26 NUMERIC
@ATTRIBUTE cotacao27 NUMERIC
@ATTRIBUTE high27 NUMERIC
@ATTRIBUTE low27 NUMERIC
@ATTRIBUTE open27 NUMERIC
@ATTRIBUTE volume27 NUMERIC
@ATTRIBUTE cotacao28 NUMERIC
@ATTRIBUTE high28 NUMERIC
@ATTRIBUTE low28 NUMERIC
@ATTRIBUTE open28 NUMERIC
@ATTRIBUTE volume28 NUMERIC
@ATTRIBUTE cotacao29 NUMERIC
@ATTRIBUTE high29 NUMERIC
@ATTRIBUTE low29 NUMERIC
@ATTRIBUTE open29 NUMERIC
@ATTRIBUTE volume29 NUMERIC
@ATTRIBUTE cotacao30 NUMERIC
@ATTRIBUTE high30 NUMERIC
@ATTRIBUTE low30 NUMERIC
@ATTRIBUTE open30 NUMERIC
@ATTRIBUTE volume30 NUMERIC
@ATTRIBUTE cotacao31 NUMERIC
@ATTRIBUTE high31 NUMERIC
@ATTRIBUTE low31 NUMERIC
@ATTRIBUTE open31 NUMERIC
@ATTRIBUTE volume31 NUMERIC
@ATTRIBUTE cotacao32 NUMERIC
@ATTRIBUTE high32 NUMERIC
@ATTRIBUTE low32 NUMERIC
@ATTRIBUTE open32 NUMERIC
@ATTRIBUTE volume32 NUMERIC
@ATTRIBUTE cotacao33 NUMERIC
@ATTRIBUTE high33 NUMERIC
@ATTRIBUTE low33 NUMERIC
@ATTRIBUTE open33 NUMERIC
@ATTRIBUTE volume33 NUMERIC
@ATTRIBUTE cotacao34 NUMERIC
@ATTRIBUTE high34 NUMERIC
@ATTRIBUTE low34 NUMERIC
@ATTRIBUTE open34 NUMERIC
@ATTRIBUTE volume34 NUMERIC
@ATTRIBUTE cotacao35 NUMERIC
@ATTRIBUTE high35 NUMERIC
@ATTRIBUTE low35 NUMERIC
@ATTRIBUTE open35 NUMERIC
@ATTRIBUTE volume35 NUMERIC
@ATTRIBUTE cotacao NUMERIC
@ATTRIBUTE high NUMERIC
@ATTRIBUTE low NUMERIC
@ATTRIBUTE open NUMERIC
@ATTRIBUTE volume NUMERIC
@ATTRIBUTE alvo {1, 0}

@DATA
5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.8848,5.9344,5.8228,5.9344,4886224.7911,5.8683,5.922,5.6823,5.7071,4591310.1175,5.6864,5.7898,5.6121,5.6534,3871545.1535,5.6203,5.6616,5.4798,5.6203,3930275.9458,5.6203,5.9716,5.5997,5.9716,8005548.2991,5.8269,5.8683,5.7691,5.8311,5911938.6841,5.7856,5.9385,5.7856,5.9385,2725981.3404,5.9055,5.9055,5.6451,5.7071,4444489.1862,5.703,5.9716,5.703,5.8228,3437199.596,5.8393,5.9427,5.5418,5.674,2837637.8419,1
5.8393,5.9427,5.5418,5.674,2837637.8419,5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.8848,5.9344,5.8228,5.9344,4886224.7911,5.8683,5.922,5.6823,5.7071,4591310.1175,5.6864,5.7898,5.6121,5.6534,3871545.1535,5.6203,5.6616,5.4798,5.6203,3930275.9458,5.6203,5.9716,5.5997,5.9716,8005548.2991,5.8269,5.8683,5.7691,5.8311,5911938.6841,5.7856,5.9385,5.7856,5.9385,2725981.3404,5.9055,5.9055,5.6451,5.7071,4444489.1862,5.8145,5.8765,5.7856,5.8063,4337014.0867,1
5.8145,5.8765,5.7856,5.8063,4337014.0867,5.8393,5.9427,5.5418,5.674,2837637.8419,5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.8848,5.9344,5.8228,5.9344,4886224.7911,5.8683,5.922,5.6823,5.7071,4591310.1175,5.6864,5.7898,5.6121,5.6534,3871545.1535,5.6203,5.6616,5.4798,5.6203,3930275.9458,5.6203,5.9716,5.5997,5.9716,8005548.2991,5.8269,5.8683,5.7691,5.8311,5911938.6841,5.7856,5.9385,5.7856,5.9385,2725981.3404,5.9633,6.0708,5.8393,5.8683,4337348.0181,1
5.9633,6.0708,5.8393,5.8683,4337348.0181,5.8145,5.8765,5.7856,5.8063,4337014.0867,5.8393,5.9427,5.5418,5.674,2837637.8419,5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.8848,5.9344,5.8228,5.9344,4886224.7911,5.8683,5.922,5.6823,5.7071,4591310.1175,5.6864,5.7898,5.6121,5.6534,3871545.1535,5.6203,5.6616,5.4798,5.6203,3930275.9458,5.6203,5.9716,5.5997,5.9716,8005548.2991,5.8269,5.8683,5.7691,5.8311,5911938.6841,6.0294,6.0542,5.8931,5.984,6263766.8856,1
6.0294,6.0542,5.8931,5.984,6263766.8856,5.9633,6.0708,5.8393,5.8683,4337348.0181,5.8145,5.8765,5.7856,5.8063,4337014.0867,5.8393,5.9427,5.5418,5.674,2837637.8419,5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.8848,5.9344,5.8228,5.9344,4886224.7911,5.8683,5.922,5.6823,5.7071,4591310.1175,5.6864,5.7898,5.6121,5.6534,3871545.1535,5.6203,5.6616,5.4798,5.6203,3930275.9458,5.6203,5.9716,5.5997,5.9716,8005548.2991,5.9096,5.9881,5.9013,5.9757,1698895.4248,1
5.9096,5.9881,5.9013,5.9757,1698895.4248,6.0294,6.0542,5.8931,5.984,6263766.8856,5.9633,6.0708,5.8393,5.8683,4337348.0181,5.8145,5.8765,5.7856,5.8063,4337014.0867,5.8393,5.9427,5.5418,5.674,2837637.8419,5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.8848,5.9344,5.8228,5.9344,4886224.7911,5.8683,5.922,5.6823,5.7071,4591310.1175,5.6864,5.7898,5.6121,5.6534,3871545.1535,5.6203,5.6616,5.4798,5.6203,3930275.9458,5.9922,6.017,5.8889,5.9179,3699839.0726,1
5.9922,6.017,5.8889,5.9179,3699839.0726,5.9096,5.9881,5.9013,5.9757,1698895.4248,6.0294,6.0542,5.8931,5.984,6263766.8856,5.9633,6.0708,5.8393,5.8683,4337348.0181,5.8145,5.8765,5.7856,5.8063,4337014.0867,5.8393,5.9427,5.5418,5.674,2837637.8419,5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.8848,5.9344,5.8228,5.9344,4886224.7911,5.8683,5.922,5.6823,5.7071,4591310.1175,5.6864,5.7898,5.6121,5.6534,3871545.1535,5.9303,6.017,5.8848,5.9881,2309130.8852,1
5.9303,6.017,5.8848,5.9881,2309130.8852,5.9922,6.017,5.8889,5.9179,3699839.0726,5.9096,5.9881,5.9013,5.9757,1698895.4248,6.0294,6.0542,5.8931,5.984,6263766.8856,5.9633,6.0708,5.8393,5.8683,4337348.0181,5.8145,5.8765,5.7856,5.8063,4337014.0867,5.8393,5.9427,5.5418,5.674,2837637.8419,5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.8848,5.9344,5.8228,5.9344,4886224.7911,5.8683,5.922,5.6823,5.7071,4591310.1175,5.7071,5.9468,5.7071,5.9468,4280294.1423,1
5.7071,5.9468,5.7071,5.9468,4280294.1423,5.9303,6.017,5.8848,5.9881,2309130.8852,5.9922,6.017,5.8889,5.9179,3699839.0726,5.9096,5.9881,5.9013,5.9757,1698895.4248,6.0294,6.0542,5.8931,5.984,6263766.8856,5.9633,6.0708,5.8393,5.8683,4337348.0181,5.8145,5.8765,5.7856,5.8063,4337014.0867,5.8393,5.9427,5.5418,5.674,2837637.8419,5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.8848,5.9344,5.8228,5.9344,4886224.7911,5.6121,5.765,5.6121,5.7071,2971295.1001,1
5.6121,5.765,5.6121,5.7071,2971295.1001,5.7071,5.9468,5.7071,5.9468,4280294.1423,5.9303,6.017,5.8848,5.9881,2309130.8852,5.9922,6.017,5.8889,5.9179,3699839.0726,5.9096,5.9881,5.9013,5.9757,1698895.4248,6.0294,6.0542,5.8931,5.984,6263766.8856,5.9633,6.0708,5.8393,5.8683,4337348.0181,5.8145,5.8765,5.7856,5.8063,4337014.0867,5.8393,5.9427,5.5418,5.674,2837637.8419,5.6038,5.6616,5.5873,5.5914,1813056.412,5.6244,5.7112,5.5955,5.6906,6692246.8653,5.6616,5.7195,5.6286,5.7195,6287471.1764,5.7236,5.7608,5.6616,5.6947,2538887.7966,5.7567,5.7567,5.6286,5.6492,1262633.3913,5.6616,5.8187,5.517,5.7898,4899473.157,5.8145,5.9633,5.7567,5.8848,2126939.8417,5.8683,5.8724,5.7608,5.7815,2392335.4624,5.7856,5.8683,5.7484,5.8683,7668149.3224,5.8807,6.1369,5.7939,5.9633,2029410.0909,5.9096,5.9799,5.7856,5.8931,3516721.2485,5.8889,5.9881,5.7443,5.9675,1935035.7498,5.9385,6.0336,5.9137,6.017,1464274.7297,6.0584,6.1121,5.9303,6.0088,2202909.2383,5.9964,6.1162,5.9964,6.1162,1814902.7139,6.1038,6.1576,6.0294,6.0914,2198226.9392,6.0666,6.1947,5.9509,5.9509,5565042.0205,5.984,6.108,5.7815,5.798,9154253.0034,5.765,5.8724,5.7071,5.8104,6758757.2916,5.8063,5.8435,5.6823,5.8104,4752586.8913,5.8063,6.1782,5.8063,6.1782,7319740.2882,6.1369,6.2319,6.1245,6.1658,3580552.9641,6.1162,6.1369,6.0418,6.1369,4852083.9338,6.1369,6.1865,5.8972,5.8972,3571529.5566,5.9675,5.9675,5.7815,5.8931,1732968.528,5.8269,5.9179,5.7856,5.8641,5837532.4737,5.5335,5.674,5.5087,5.6244,3697462.836,1
